sentence;new_sentence
"""Este procedimiento culminará con la elaboración de un real decreto muy esperado por la comunidad sorda, ya que implica el compromiso ineludible con la difusión, transmisión, documentación, investigación, preservación, protección, promoción, valorización y revitalización de estas lenguas largamente minorizadas"", explicó la CNSE";"""Este procedimiento culminará con la elaboración de un real decreto muy esperado por la comunidad sorda, ya que implica el compromiso ineludible con la dar a conocer, transmisión, documentación, investigación, preservación, protección, promoción, valorización y revitalización de estas lenguas largamente minorizadas"", explicó la CNSE"
“La baja percepción del riesgo que tienen los adolescentes y jóvenes les hace ser un grupo especialmente vulnerable a la infección por el VIH y otras infecciones de transmisión sexual”, ha apuntado Pilar Aparicio;“La baja sensación del riesgo que tienen los adolescentes y jóvenes les hace ser un grupo especialmente vulnerable a la infección por el VIH y otras infecciones de transmisión sexual”, ha apuntado Pilar Aparicio
“La baja percepción del riesgo que tienen los adolescentes y jóvenes les hace ser un grupo especialmente vulnerable a la infección por el VIH y otras infecciones de transmisión sexual”, ha apuntado Pilar Aparicio;“La baja impresión del riesgo que tienen los adolescentes y jóvenes les hace ser un grupo especialmente vulnerable a la infección por el VIH y otras infecciones de transmisión sexual”, ha apuntado Pilar Aparicio
“La baja percepción del riesgo que tienen los adolescentes y jóvenes les hace ser un grupo especialmente vulnerable a la infección por el VIH y otras infecciones de transmisión sexual”, ha apuntado Pilar Aparicio;“La baja idea del riesgo que tienen los adolescentes y jóvenes les hace ser un grupo especialmente vulnerable a la infección por el VIH y otras infecciones de transmisión sexual”, ha apuntado Pilar Aparicio
“La baja percepción del riesgo que tienen los adolescentes y jóvenes les hace ser un grupo especialmente vulnerable a la infección por el VIH y otras infecciones de transmisión sexual”, ha apuntado Pilar Aparicio;“La baja concepto del riesgo que tienen los adolescentes y jóvenes les hace ser un grupo especialmente vulnerable a la infección por el VIH y otras infecciones de transmisión sexual”, ha apuntado Pilar Aparicio
La ministra en funciones María Luisa Carcedo ha lanzado este jueves un mensaje contundente durante la rueda de prensa de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS);La ministra en funciones María Luisa Carcedo ha lanzado este jueves un mensaje contundente durante la rueda de prensa de presentación de la nueva campaña de cautela frente a las Infecciones de Transmisión Sexual (ITS)
La ministra en funciones María Luisa Carcedo ha lanzado este jueves un mensaje contundente durante la rueda de prensa de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS);La ministra en funciones María Luisa Carcedo ha lanzado este jueves un mensaje contundente durante la rueda de prensa de presentación de la nueva campaña de cuidado frente a las Infecciones de Transmisión Sexual (ITS)
En los últimos años se ha producido un importante incremento con una subida media anual del 26,3% entre 2013 y 2017, según los últimos datos de Vigilancia Epidemiológica, que recoge anualmente el Instituto de Salud Carlos III;En los últimos años se ha producido un importante aumento con una subida media anual del 26,3% entre 2013 y 2017, según los últimos datos de Vigilancia Epidemiológica, que recoge anualmente el Instituto de Salud Carlos III
El segundo, “concienciar a la población sobre su responsabilidad en la mejora de su salud sexual y de las personas con las que se relacionan”, ha apuntado la ministra;El segundo, “mentalizar a la población sobre su responsabilidad en la mejora de su salud sexual y de las personas con las que se relacionan”, ha apuntado la ministra
El segundo, “concienciar a la población sobre su responsabilidad en la mejora de su salud sexual y de las personas con las que se relacionan”, ha apuntado la ministra;El segundo, “convencer a la población sobre su responsabilidad en la mejora de su salud sexual y de las personas con las que se relacionan”, ha apuntado la ministra
Hay ausencia de información y formación y queremos seguir profundizando en ello”.;Hay falta de información y formación y queremos seguir profundizando en ello”.
Las tasas más elevadas se registran en hombres;Las porcentaje más elevadas se registran en hombres
Las tasas más elevadas se registran en hombres;Las porción más elevadas se registran en hombres
Las tasas más elevadas se registran en hombres;Las datos más elevadas se registran en hombres
Las tasas más elevadas se registran en hombres;Las números más elevadas se registran en hombres
Carcedo presenta la campaña #SiemprePreservativo frente a las infecciones de transmisión sexual;Carcedo presenta la campaña #SiemprePreservativo frente a las contagios de transmisión sexual
“El uso del preservativo es un asunto fundamental de salud pública;“El uso del condón es un asunto fundamental de salud pública
Por ello, desde el Ministerio de Sanidad, Consumo y Bienestar Social recomendamos vivamente que toda la población, pero muy especialmente jóvenes, lleven siempre encima el preservativo y lo usen en sus relaciones sexuales”;Por ello, desde el Ministerio de Sanidad, Consumo y Bienestar Social recomendamos de forma enérgica que toda la población, pero muy especialmente jóvenes, lleven siempre encima el preservativo y lo usen en sus relaciones sexuales”
La ministra en funciones María Luisa Carcedo ha lanzado este jueves un mensaje contundente durante la rueda de prensa de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS);La ministra en funciones María Luisa Carcedo ha lanzado este jueves un mensaje categórico durante la rueda de prensa de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS)
La ministra en funciones María Luisa Carcedo ha lanzado este jueves un mensaje contundente durante la rueda de prensa de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS);La ministra en funciones María Luisa Carcedo ha lanzado este jueves un mensaje tajante durante la rueda de prensa de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS)
La ministra en funciones María Luisa Carcedo ha lanzado este jueves un mensaje contundente durante la rueda de prensa de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS);La ministra en funciones María Luisa Carcedo ha lanzado este jueves un mensaje rotundo durante la rueda de prensa de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS)
La ministra en funciones María Luisa Carcedo ha lanzado este jueves un mensaje contundente durante la rueda de prensa de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS);La ministra en funciones María Luisa Carcedo ha dado este jueves un mensaje contundente durante la rueda de prensa de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS)
La ministra en funciones María Luisa Carcedo ha lanzado este jueves un mensaje contundente durante la rueda de prensa de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS);La ministra en funciones María Luisa Carcedo ha difundido este jueves un mensaje contundente durante la rueda de prensa de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS)
La ministra en funciones María Luisa Carcedo ha lanzado este jueves un mensaje contundente durante la rueda de prensa de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS);La ministra en funciones María Luisa Carcedo ha divulgado este jueves un mensaje contundente durante la rueda de prensa de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS)
La ministra en funciones María Luisa Carcedo ha lanzado este jueves un mensaje contundente durante la rueda de prensa de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS);La ministra en funciones María Luisa Carcedo ha soltado este jueves un mensaje contundente durante la rueda de prensa de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS)
La ministra en funciones María Luisa Carcedo ha lanzado este jueves un mensaje contundente durante la rueda de prensa de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS);La ministra en funciones María Luisa Carcedo ha lanzado este jueves un mensaje contundente durante la reunión con periodistas de presentación de la nueva campaña de prevención frente a las Infecciones de Transmisión Sexual (ITS)
La nueva campaña, enmarcada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el comité técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y circunstancia”.;La nueva campaña, encuadrada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el comité técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y circunstancia”.
La nueva campaña, enmarcada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el comité técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y circunstancia”.;La nueva campaña, ambientada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el comité técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y circunstancia”.
La nueva campaña, enmarcada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el comité técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y circunstancia”.;La nueva campaña, enmarcada dentro de la Estrategia de Salud Sexual y Reproductiva que está poniendo al día el Ministerio en colaboración con las CCAA y el comité técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y circunstancia”.
La nueva campaña, enmarcada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el comité técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y circunstancia”.;La nueva campaña, enmarcada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el comisión técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y circunstancia”.
La nueva campaña, enmarcada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el comité técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y circunstancia”.;La nueva campaña, enmarcada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el consejo técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y circunstancia”.
La nueva campaña, enmarcada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el comité técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y circunstancia”.;La nueva campaña, enmarcada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el junta técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y circunstancia”.
La nueva campaña, enmarcada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el comité técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y circunstancia”.;La nueva campaña, enmarcada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el comité técnico, está destinada a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y circunstancia”.
La nueva campaña, enmarcada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el comité técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y circunstancia”.;La nueva campaña, enmarcada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el comité técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y escenario”.
La nueva campaña, enmarcada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el comité técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y circunstancia”.;La nueva campaña, enmarcada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el comité técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y ocasión”.
“El Ministerio está recuperando una actividad que es esencial, y prevista en el artículo 43 de la Constitución: la prevención de las enfermedades, la promoción de la salud y el fomento de la educación en salud”, ha señalado María Luisa Carcedo.;“El Ministerio está retomando una actividad que es esencial, y prevista en el artículo 43 de la Constitución: la prevención de las enfermedades, la promoción de la salud y el fomento de la educación en salud”, ha señalado María Luisa Carcedo.
Asimismo, la campaña responde a un problema específico como el incremento de la incidencia de enfermedades de transmisión sexual entre los jóvenes.;Asimismo, la campaña responde a un problema concreto como el incremento de la incidencia de enfermedades de transmisión sexual entre los jóvenes.
Desde 2010, las tasas de infección por gonorrea registran un incremento continuado;Desde 2010, las tasas de infección por gonorrea indican un incremento continuado
Desde 2010, las tasas de infección por gonorrea registran un incremento continuado;Desde 2010, las tasas de infección por gonorrea señalan un incremento continuado
Desde 2010, las tasas de infección por gonorrea registran un incremento continuado;Desde 2010, las tasas de infección por gonorrea registran un incremento constante
En los últimos años se ha producido un importante incremento con una subida media anual del 26,3% entre 2013 y 2017, según los últimos datos de Vigilancia Epidemiológica, que recoge anualmente el Instituto de Salud Carlos III;En los últimos años se ha producido un importante incremento con una subida media anual del 26,3% entre 2013 y 2017, según los últimos datos de Vigilancia Epidemiológica, que recoge al año el Instituto de Salud Carlos III
La infección por sífilis registra un incremento menos acusado pero en el año 2017 se producen las tasas más elevadas desde que se recogen los datos, 10,61 por cien mil habitantes frente al 2,57 registrado en 1995;La infección por sífilis registra un incremento menos destacado pero en el año 2017 se producen las tasas más elevadas desde que se recogen los datos, 10,61 por cien mil habitantes frente al 2,57 registrado en 1995
“A estos datos tenemos que sumar otras tendencias que nos indican que en los últimos años el uso del preservativo ha descendido entre los 15 y 18 años”, ha señalado la ministra;“A estos datos tenemos que sumar otras formas de actuar que nos indican que en los últimos años el uso del preservativo ha descendido entre los 15 y 18 años”, ha señalado la ministra
“A estos datos tenemos que sumar otras tendencias que nos indican que en los últimos años el uso del preservativo ha descendido entre los 15 y 18 años”, ha señalado la ministra;“A estos datos tenemos que sumar otras inclinaciones que nos indican que en los últimos años el uso del preservativo ha descendido entre los 15 y 18 años”, ha señalado la ministra
“A estos datos tenemos que sumar otras tendencias que nos indican que en los últimos años el uso del preservativo ha descendido entre los 15 y 18 años”, ha señalado la ministra;“A estos datos tenemos que sumar otras corrientes que nos indican que en los últimos años el uso del preservativo ha descendido entre los 15 y 18 años”, ha señalado la ministra
“Hay actitudes de relajación frente a las ITS, incluidas la infección por VIH;“Hay gestos de relajación frente a las ITS, incluidas la infección por VIH
“Hay actitudes de relajación frente a las ITS, incluidas la infección por VIH;“Hay posturas de relajación frente a las ITS, incluidas la infección por VIH
“Hay actitudes de relajación frente a las ITS, incluidas la infección por VIH;“Hay formas de actuar de relajación frente a las ITS, incluidas la infección por VIH
Hay ausencia de información y formación y queremos seguir profundizando en ello”.;Hay ausencia de información y formación y queremos seguir investigando en ello”.
Hay ausencia de información y formación y queremos seguir profundizando en ello”.;Hay ausencia de información y formación y queremos seguir ahondando en ello”.
Hay ausencia de información y formación y queremos seguir profundizando en ello”.;Hay ausencia de información y formación y queremos seguir indagando en ello”.
En total en España se registraron 23.942 casos notificados de infección gonocócica, sífilis, clamidia e linfogranuloma venéreo en 2017;En total en España se conocieron 23.942 casos notificados de infección gonocócica, sífilis, clamidia e linfogranuloma venéreo en 2017
En total en España se registraron 23.942 casos notificados de infección gonocócica, sífilis, clamidia e linfogranuloma venéreo en 2017;En total en España se anotaron 23.942 casos notificados de infección gonocócica, sífilis, clamidia e linfogranuloma venéreo en 2017
En total en España se registraron 23.942 casos notificados de infección gonocócica, sífilis, clamidia e linfogranuloma venéreo en 2017;En total en España se apuntaron 23.942 casos notificados de infección gonocócica, sífilis, clamidia e linfogranuloma venéreo en 2017
En total en España se registraron 23.942 casos notificados de infección gonocócica, sífilis, clamidia e linfogranuloma venéreo en 2017;En total en España se registraron 23.942 casos conocidos de infección gonocócica, sífilis, clamidia e linfogranuloma venéreo en 2017
No te compliques”.;No te líes”.
No te compliques”.;No te enredes”.
No te compliques” está compuesta de vídeo, carteles y banners que pueden consultarse y descargarse en este enlace.;No te compliques” está compuesta de vídeo, carteles y espacio para publicidad que pueden consultarse y descargarse en este enlace.
"En este sentido, resaltó que el actual Gobierno en funciones había diseñado ""el mayor presupuesto en materia de dependencia"" con más de 2.200 millones de euros y la previsión de un incremento este año de 830 millones";"En este sentido, resaltó que el actual Gobierno en funciones había diseñado ""el mayor presupuesto en materia de dependencia"" con más de 2.200 millones de euros y la previsión de un aumento este año de 830 millones"
La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.;La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% dice su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.
La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.;La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% declara su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.
La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.;La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% expresa su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.
La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.;La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su ambiente cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.
La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.;La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su espacio cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.
El 80 por 100 de las personas dependientes desean seguir viviendo en sus casas;El 80 por 100 de las personas dependientes quieren seguir viviendo en sus casas
La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.;La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del campo de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.
La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.;La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del área de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.
La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.;La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del ámbito de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.
La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.;La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la cuidado a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.
La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.;La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno habitual, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.
La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.;La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adaptar esos cuidados a las necesidades individuales de los usuarios.
La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.;La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades personales de los usuarios.
La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.;La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los personas.
La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.;La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los clientes.
"Así lo señaló el director general del Imserso, Manuel Martínez Domene, durante el acto de inauguración de este encuentro, donde apostó por llevar a cabo un ""gran abordaje"" en la intervención del envejecimiento activo y saludable enfocado en todos los aspectos como la soledad, el buen trato, la cultura, el ocio y los viajes, formación, justicia, vivienda y pensiones.";"Así lo señaló el director general del Imserso, Manuel Martínez Domene, durante el acto de inauguración de este encuentro, donde apostó por llevar a cabo un ""gran abordaje"" en la intervención del envejecimiento activo y saludable orientado en todos los aspectos como la soledad, el buen trato, la cultura, el ocio y los viajes, formación, justicia, vivienda y pensiones."
"En este sentido, resaltó que el actual Gobierno en funciones había diseñado ""el mayor presupuesto en materia de dependencia"" con más de 2.200 millones de euros y la previsión de un incremento este año de 830 millones";"En este sentido, destacó que el actual Gobierno en funciones había diseñado ""el mayor presupuesto en materia de dependencia"" con más de 2.200 millones de euros y la previsión de un incremento este año de 830 millones"
"El director general del Imserso se refirió a la situación de Extremadura en el sector de la dependencia que ha calificado como ""exponente de buenas prácticas"", ya que el ranking de atención se sitúa en torno al 86 por 100 con más de 130 millones de euros de presupuesto, unas 30.000 personas atendidas y con la creación de 9.000 empleos directos.";"El director general del Imserso se refirió a la situación de Extremadura en el sector de la dependencia que ha calificado como ""indicador de buenas prácticas"", ya que el ranking de atención se sitúa en torno al 86 por 100 con más de 130 millones de euros de presupuesto, unas 30.000 personas atendidas y con la creación de 9.000 empleos directos."
"El director general del Imserso se refirió a la situación de Extremadura en el sector de la dependencia que ha calificado como ""exponente de buenas prácticas"", ya que el ranking de atención se sitúa en torno al 86 por 100 con más de 130 millones de euros de presupuesto, unas 30.000 personas atendidas y con la creación de 9.000 empleos directos.";"El director general del Imserso se refirió a la situación de Extremadura en el sector de la dependencia que ha calificado como ""muestra de buenas prácticas"", ya que el ranking de atención se sitúa en torno al 86 por 100 con más de 130 millones de euros de presupuesto, unas 30.000 personas atendidas y con la creación de 9.000 empleos directos."
